,username,tweet_id,tweet_text,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,org
2768,kirin_ima,1678755111848546310,บางคนหลอนไททานิคมากในเฟซอะ มึงจะไม่ให้เขาพัฒนาเลยเรอะ อยู่กทมเดินฟุตบาทเฉยๆยังเสี่ยงเจออุบัติเหตุมากกว่านั่งบนเรือสำราญอีก,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-11 13:16:23,2024-02-20 22:52:41,https://twitter.com/kirin_ima/status/1678755111848546310,,,[],
2769,jaywisaijorn,1678753277092175875,"ข้ามทางม้าลายระวังมอ’ไซค์
ยืนบนบันไดเลื่อนระวังขาขาด
ระแวงกันหมดทั้งชาติ
มอ’ไซค์บนฟุตบาทจะแย่งทางเรา

นั่งรถระวังคอนกรีตถล่ม
โลกล้วนชื่นชมกรุงเทพเมืองเก่า
แท็กซี่เรียกเงินเบาเบา
ฝรั่งขอเหมาปากซอยห้าพัน

ขอบคุณภาพจากเพจ สรยุทธ สุทัศนะจินดา กรรมกรข่าว
 #สะพานถล่มลาดกระบัง",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-11 13:09:05,2024-02-20 22:52:41,https://twitter.com/jaywisaijorn/status/1678753277092175875,,,['https://pbs.twimg.com/media/F0whNDvakAENB3v?format=jpg&name=small'],
2770,aahh146303,1678600550747877376,แถวบ้านเราทางเท้าดีขึ้นเยอะเลยนะคะ  น้ำท่วมเวลาฝนตกลงไว  ต่างจากตะก่อนเยอะค่ะ ตอนเช้าพี่ๆกทม เดินเก็บขยะกันทุกเช้าค่ะ ถ้าจะโทษความสกปรกเราว่าโทษคนที่ไม่มีจิตสำนึกดีกว่าค่ะ ที่ทิ้งขยะไม่ลงถังทิ้งขยะไม่เป็นที่ มักง่าย กทม คนมันเยอะ จิตสำนึกเลยต่างกัน เรามาดูภาพรวมกันดีกว่าค่ะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-11 3:02:12,2024-02-20 22:52:41,https://twitter.com/aahh146303/status/1678600550747877376,,,[],
2771,armupdate,1678561003427217408,"BBC รายงานข่าวช็อก นาทีทางยกระดับกทม.ที่กำลังก่อสร้างทรุดตัว เป็นเหตุให้มีคนเสียชีวิต และมีคนเจ็บสาหัสหลายราย 

อาทิตย์ก่อนสำนักข่าวต่างประเทศหลายสำนักก็เพิ่งรายงานข่าวสยองในสนามบินดอนเมือง จากเหตุทางเดินเลื่อนดูดขาผู้โดยสารจนขาด 

https://bbc.com/news/av/world-asia-66159448…",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-11 0:25:04,2024-02-20 22:52:41,https://twitter.com/armupdate/status/1678561003427217408,,,['https://pbs.twimg.com/media/F0tyVWgaYAEkK4Q?format=jpg&name=small'],
2772,p_maezT,1678448744499486738,แล้วนี่เพิ่งเห็นข่าวที่อ.ชัชชาติไปดูทางเท้าแล้วทักว่าไม่ได้ฝังเหล็กหรอ ละพอแกลองเอาเท่าเขี่ยๆคือปูนหลุดเป็นแผ่นๆ ไม่เจอโครงสร้างเหล็กสักอัน,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 16:58:59,2024-02-20 22:52:41,https://twitter.com/p_maezT/status/1678448744499486738,,,[],
2773,peacepalit,1678440995116179456,"นุชขออนุญาตปล่อยบัตร GMMRS Concert 3 ใบติดกัน หรือขายแยกได้จ้า 

วันอาทิตย์ 10 ก.ย.
Zone SC [ปีกซ้าย หน้าเวที]
ที่นั่งแถว C01-03 ติดทางเดิน
 ราคาใบละ 4500฿
 นัดรับ กทม.-ปริมณฑล หรือส่งฟรีได้เลยค่าา

ขอบคุณค่า 
#GrammyRSConcerts
#2kCelebration #เป๊กผลิตโชค
#ตลาดนุช",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 16:28:11,2024-02-20 22:52:41,https://twitter.com/peacepalit/status/1678440995116179456,,,"['https://pbs.twimg.com/media/F0sFLqHXoAITLOF?format=jpg&name=small', 'https://pbs.twimg.com/media/F0sFLqHXoBID02f?format=jpg&name=small', 'https://pbs.twimg.com/media/F0sFLqGX0AIBII-?format=jpg&name=small']",
2774,hdsucha,1678393056800960512,สำนักการโยธา กทม นี่ ต้องรับผิดชอบ  จริงจังหน่อยเถอะ หลายรอบจริงๆ บ.ก่อสร้างอะไร ตัดสิทธิ์ไปเลย ไม่ต้องทำงานของรัฐอีก จ่ายภาษีแล้วยังต้องมาใช้ชีวิตแบบคุณภาพต่ำ เสี่ยงตายทุกวี่ทุกวัน กับฟุตบาทเอย ถนนเอย สะพานเอย #สะพานถล่ม,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 13:17:42,2024-02-20 22:52:41,https://twitter.com/hdsucha/status/1678393056800960512,,,[],
2775,hiiamherefor,1678391442870534144,กรุงเทพทุกวันนี้กูเดินบนฟุตบาทยังเสี่ยงจะตายเพราะโดนมอไซเหยียบ เจอแม่งทุกวันตอนเดินจากคอนโดไปเอมอาที,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 13:11:17,2024-02-20 22:52:41,https://twitter.com/hiiamherefor/status/1678391442870534144,,,[],
2776,MrGeeParker,1678289002775064576,ผมพูดภาพรวมจากที่ใช้ทางเท้าในกทม.ครับ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 6:24:14,2024-02-20 22:52:41,https://twitter.com/MrGeeParker/status/1678289002775064576,,,[],
2777,unluckyylp,1678235051186704389,ถนนรองรับน้ำขังให้น้ำสาดเข้ามาป้ายรถเมล์แบบเต็มๆ สร้างรฟฟ.คืนถนนละทำส่งๆ แจ้งเรื่องทางเท้าไปเมื่อสองเดือนก่อนยังไม่มาแก้ไขเลย กทม.ที่ว่าเจริญยังเจริญแค่ในเมือง,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 2:49:50,2024-02-20 22:52:41,https://twitter.com/unluckyylp/status/1678235051186704389,,,['https://pbs.twimg.com/media/F0pJ36faYAA12UY?format=jpg&name=small'],
2778,5baht10baht,1678230598836690945,นะคะท่านชัชชาติ อย่าเอาแต่สร้างคอนเท้นค่ะ ขอทางเท้าสะอาดเดินง่ายนะคะ ออกกฏบำบัดน้ำเสียก่อนทิ้งลงท่อของ แผงลอยรถเข็นร้านอาหารด้วยค่ะ อย่างน้อยต้องมีถังดักไขมันนะคะ #ชัชชาติ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 2:32:09,2024-02-20 22:52:41,https://twitter.com/5baht10baht/status/1678230598836690945,,,[],
2779,wang_zhenmei,1678212657386606594,ชั่นเกลียดทางฟุตบาท กทม. มั้กกก กางเกงรองเท้าเปื้อนแต่เช้าา กิ้ดดดดดดดดดเดดดดด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 1:20:51,2024-02-20 22:52:41,https://twitter.com/wang_zhenmei/status/1678212657386606594,,,[],
2780,iiDudes,1678204551650766848,"ความเหี้ย 555555555

แล้วคือความอิหยังวะของประเทศกรุงเทพนะ ห้ามมอเตอร์ไซค์ขึ้นมาใช้บนทางเท้า แต่ก็ปล่อยจอยให้มอเตอร์ไซค์ทั้งวินเอาทางเท้ามาตั้งที่ทำการ 55555555 @chadchart_trip",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-10 0:48:39,2024-02-20 22:52:41,https://twitter.com/iiDudes/status/1678204551650766848,,,"['https://pbs.twimg.com/media/F0ouIqlacAEm9y2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0ouI_iagAAdjF5?format=jpg&name=small', 'https://pbs.twimg.com/media/F0ouJPoaQAEFh1D?format=jpg&name=small']",
2781,SongKTK,1678034514071916544,"ในซอยบ้านฝั่งธน วันนี้ฝนตกไม่ได้มากอะไรแต่น้ำท่วมไปเยอะแล้ว แล้วนี่ถ้าตกมากจะให้ชาวบ้านอยู่กันยังไง
ริมฟุตบาทร้านค้ากลับมาตั้งกันเกะกะคนเดิน เบียดสิทธิของเราไปมาก ""footpath"" บอกความหมายในตัวของมันอยู่แล้ว รถติดจอดซื้อของไม่มีความรับผิดชอบ น่ารังเกียจมากชีวิตกทม.สมัยนี้",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 13:32:59,2024-02-20 22:52:41,https://twitter.com/SongKTK/status/1678034514071916544,,,[],
2782,Sirican002,1678029117743308800,ดูดีๆบนสกายไม่ได้ยืนแน่นเลย ยืนกันขอบๆ ตรงกลางทางเดินยังเหลือเพียบเลย แล้วนี่ไม่ได้น้อยแค่ กทม นะ สุพรรณก็น้อย555 พ่อเยอะเกินไปแล้ว คนเริ่มเบื่อ เลือกตั้งเสดมานานละ ยังไม่หยุดตั้งเวทีปราศรัยอีก55,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 13:11:32,2024-02-20 22:52:41,https://twitter.com/Sirican002/status/1678029117743308800,,,['https://pbs.twimg.com/media/F0mOleyaMAA-g5L?format=jpg&name=small'],
2783,Eau_Fatty,1678006822354190336,"กทม ไม่ควรเดินแหละ แต่ไม่เกี่ยวกับอากาศอย่างเดียว
เกี่ยวกับความปลอดภัยเหอะ
ทั้งโจร  ทั้งอุบัติเหตุ
ยืนรอรถเมล์ก็อาจโดนคนเมาแล้วขับพุ่งมาชน
เดินฟุตบาทก็ตกท่อได้",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 11:42:56,2024-02-20 22:52:41,https://twitter.com/Eau_Fatty/status/1678006822354190336,,,[],
2784,Aekvarunyoo,1677986585768497152,"วานนี้มาอัพเดท งาน #BMAExpo2023 ที่สวนเบญจกิติ (ใกล้ๆศูนย์ประชุมแห่งชาติสิริกิติ์)

เห็นพี่ๆมาติดตั้งเตรียมงานแล้วก็ตื่นเต้น 

ในภาพจะเป็นป้ายรถเมล์ตัวอย่าง ภาพฟุตบาทตัวอย่าง ที่เริ่มติดตั้งทั่ว กทม. แล้ว และยังมี highlight จากเขตด้วย

พบกัน 14-16 ก.ค.  นี้ #สวนเบญจกิติ  คับ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 10:22:32,2024-02-20 22:52:41,https://twitter.com/Aekvarunyoo/status/1677986585768497152,,,"['https://pbs.twimg.com/media/F0ln5rWacAATnib?format=jpg&name=small', 'https://pbs.twimg.com/media/F0ln5rRaQAAJqrw?format=jpg&name=small', 'https://pbs.twimg.com/media/F0ln5rZaIAAlf_l?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0ln5rQakAAxxKd?format=jpg&name=small']",
2785,alaluiauiauiiz,1677982706507055104,ผังเมืองกทม.มันเหี้ย ทางเท้าก็เหี้ยอีก จบล่ะชีวิต,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 10:07:07,2024-02-20 22:52:41,https://twitter.com/alaluiauiauiiz/status/1677982706507055104,,,[],
2786,tigernet_,1677968720285794305,ก่อนจะห่วงทุนจีนนะ ห่วงนายทุนต่างด้าวก่อนทุกวันนี้ขึ้นมาเป็นผู้ประกอบการรายย่อยกันเต็มไปหมดเกลื่อนเมือง ซื้อของแต่ละทีต้องทวนภาษาไทยกันสองสามรอบผลจากการให้กลับมาขายของริมทางเท้านี่ล่ะ แต่เข้มแค่เป็นจุดๆ ย่อมๆ ส่วนจุดที่ปล่อยให้ขายไม่มีใครลงมาดูแล ฝากผู้ว่าชัชชาติช่วยหน่อยนะคะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 9:11:32,2024-02-20 22:52:41,https://twitter.com/tigernet_/status/1677968720285794305,,,[],
2787,geckocooking,1677952020270153733,ลงสิ ฟุตบาทมีหาบเร่แผงลอยของชัชชาติ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 8:05:11,2024-02-20 22:52:41,https://twitter.com/geckocooking/status/1677952020270153733,,,[],
2788,thitinun_un,1677941954439688192,"อยากให้กรุงเทพมีทางเท้าใหญ่ๆ ต้นไม้รีมรื่นแบบนี้เยอะๆ หลังฝนตกดูสดชื่นมากเลย
#กรุงเทพ #กทม #ทางเท้า #ฝนตก",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 7:25:11,2024-02-20 22:52:41,https://twitter.com/thitinun_un/status/1677941954439688192,,,"['https://pbs.twimg.com/media/F0k_TY1aAAAIrV_?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F0k_TY-aIAAhLi0?format=jpg&name=360x360']",
2789,icyremy,1677908724537597952,ขอบคุณครับ ผมขอแค่ทางเท้า แบ่งให้คนได้เดินสักนิด ไม่ใช้ยึดหมด จนต้องลงมาเดินบนถนน เป็นมานานแล้วครับ ไม่ใช่เพิ่งสมัยผู้ว่า ชัชชาติ ต้องถาม สำนักงานเขต วัฒนาว่า จะช่วยอะไรได้ไหม?,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 5:13:08,2024-02-20 22:52:41,https://twitter.com/icyremy/status/1677908724537597952,,,[],
2790,napun418,1677895366237380609,หวิดตายเพราะ flipflop มาหลายรอบละ ทางเท้ากทมเหี้ย+ส้นสุง วันไหนต้องล้มแบบขาพลิกสักรอบ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 4:20:03,2024-02-20 22:52:41,https://twitter.com/napun418/status/1677895366237380609,,,[],
2791,icyremy,1677883116118220801,แค่ขอทางเดินเท้าให้ พ่อ แม่ของผม ที่สุขุมวิท ซอย 5/7 คืนจากการยึดทางเท้าเถื่อนผิดกฎหมาย แค่นี้ก็จะกราบเท้า #ผู้ว่ากทม #ชัชชาติ แล้วครับ @Aekvarunyoo,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 3:31:23,2024-02-20 22:52:41,https://twitter.com/icyremy/status/1677883116118220801,,,[],
2792,OhPanjama,1677864366463660032,จะทำโครงการที่ทำสำเร็จไปแล้ว แล้วเคลมว่าเป็นผลงานตัวเองไม่ได้นะคะ จนไปต่อบัตรมาใหม่อีกรอบแล้ว ก็ใช้เวลาไม่ถึง15นาที …กทม.มีอย่างอื่นให้ทำเยอะ อย่างปัญหาทางเท้าเน่าๆ หาบเร่แผงลอย สาเหตุทำท่อระบายน้ำอุดตัน ไปแก้ปัญหาตรงนั้นดีกว่าค่ะ  @chadchart_trip,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 2:16:52,2024-02-20 22:52:41,https://twitter.com/OhPanjama/status/1677864366463660032,,,['https://pbs.twimg.com/media/F0fYCqXaUAAyic1?format=jpg&name=small'],
2793,AkoioEJMTqFtxw8,1677859806231826433,ทางเดินก็ลำบากหน่อย แต่ อย่าท้อหรือยอมถอยนะครับผม เพราะประชาชนเขาฝากความหวังไว้กับก้าวไกลมากครับผม คนกทม,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-09 1:58:45,2024-02-20 22:52:41,https://twitter.com/AkoioEJMTqFtxw8/status/1677859806231826433,,,[],
2794,Yunaijacques,1677748039619080192,คนกทมบ่นทางเท้าแคบ ขอนแก่นไม่มีทางเท้า,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 18:34:38,2024-02-20 22:52:41,https://twitter.com/Yunaijacques/status/1677748039619080192,,,[],
2795,Ravenmelonia,1677745809130160128,การ์ตูนที่ research ภาษาไทยร่วมไปถึงองค์ประกอบร่วมได้เกือบดีสุด (ติดเรื่องช้างเยอะ ในกทม.ไม่ค่อยเจอแล้ว) คือ sakamoto days ตัวอักษรค่อนข้างตรง แต่ตรงสุดคือฟุตบาท 5555555,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 18:25:46,2024-02-20 22:52:41,https://twitter.com/Ravenmelonia/status/1677745809130160128,,,"['https://pbs.twimg.com/media/F0iM6rSakAQXY9V?format=jpg&name=small', 'https://pbs.twimg.com/media/F0iM6rbaYAAxogG?format=jpg&name=small', 'https://pbs.twimg.com/media/F0bXd0VaEAAQa-4?format=jpg&name=medium']",
2796,tenminimal,1677724160192299008,ทางเท้าที่กทม.เดินยากมากอุปสรรคเยอะไปหมด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 16:59:45,2024-02-20 22:52:41,https://twitter.com/tenminimal/status/1677724160192299008,,,[],
2797,1_only99,1677692593302560768,เพิ่งได้ดู สารคดี? Street food ของnf ตอนกรุงเทพบทสัมภาษณ์ตอนเปิดตอนคือตลกมากอะ ไบแอสสุดๆ คนที่ได้รับความเดือดร้อนจากการตั้งร้านบนทางเท้าคือกลายเป็นคนกดขี่พ่อค้าแม่ค้าไปเลย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 14:54:18,2024-02-20 22:52:41,https://twitter.com/1_only99/status/1677692593302560768,,,[],
2798,mm_lonely,1677689322135511042,"คอนเฟิร์มว่าไซง่อนร้อนมาก แต่เดินได้
ไปวันแรกเดินอยู่ครึ่งวัน(บ่าย) อากาศไม่ต่างจากไทยเลย บางช่วงมีบ้านคนมีคนตั้งแผงลอย มีจอดรถบนทางเท้า ใดๆภาพรวมออกมาก็เดินง่ายกว่ากทม. กลางคืนก็ไม่น่ากลัว ต้นไม้ไม่รกไม่บังตาไฟติดสว่างตลอด",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 14:41:19,2024-02-20 22:52:41,https://twitter.com/mm_lonely/status/1677689322135511042,,,['https://pbs.twimg.com/media/F0hZi-vaUAEPizW?format=jpg&name=small'],
2799,niola0413,1677685962573496320,กรุงเทพมันไม่น่าเดินเพราะทางเท้ามันไม่ทำให้คนใช้รู้สึกว่ามันคือที่ของเค้าอะ บอกว่าไม่น่าเดินมันดูซอฟต์นิดหน่อย ต้องบอกว่าใกล้เคียงกับความรู้สึกว่ามันไม่ใช่ที่เดิน / ทำให้รู้สึกลำบากมากกว่ามั้ง? ละพอมันประกอบกับอากาศที่ร้อน ก็เลยยิ่งทำให้รู้สึกลำบากกว่าเดิมไปอีก,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 14:27:58,2024-02-20 22:52:41,https://twitter.com/niola0413/status/1677685962573496320,,,[],
2800,lethelucia,1677639912659746816,"ตอนไปเวียต ไกลก็เดินนะ  อยากได้ทางเท้าดีๆในกทม บ้าง+ต้นไม้ร่มๆ
อยากยืนบนสกู้ตเตอร์ไฟฟ้าไปทำงานชิลๆ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 11:24:58,2024-02-20 22:52:41,https://twitter.com/lethelucia/status/1677639912659746816,,,[],
2801,jerry24hrs,1677612597359812608,ผลงานช้าไม่เป็นไร ใส่ใจไลฟ์สด รถเข็นล้นฟุตบาท บาดตาขยะกองสูง  จุกๆกับน้ำครึ่งเเข้ง หิวเเสงเมื่อไหร่เเวะมา ชัชชาติประกันภัย เคลมไว กว่า 2 เเสนเรื่อง สัส!,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 9:36:26,2024-02-20 22:52:41,https://twitter.com/jerry24hrs/status/1677612597359812608,,,[],
2802,Marsy_____,1677575353831931904,เอางิ อยู่ กทม มาหลายปี เพิ่งมีชัชชาติเลยที่จัดการกับสายไป ทางเท้า ฯลฯ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 7:08:26,2024-02-20 22:52:41,https://twitter.com/Marsy_____/status/1677575353831931904,,,['https://pbs.twimg.com/media/F0Sez3YakAE7eN_?format=jpg&name=small'],
2803,TransportTH,1677527559167438848,"(6 ก.ค. 66) นายชัชชาติ สิทธิพันธุ์ ผู้ว่าราชการกรุงเทพมหานคร กล่าวถึงแผนการจัดระเบียบทางเท้าและป้ายรถเมล์ ว่า

เรื่องการพัฒนาป้ายรถเมล์เป็นเรื่องที่อยู่ในแผนหลักอยู่แล้ว แต่เราช้าในเรื่องของการทำต้นแบบนาน โดยป้ายรถเมล์จะแบ่งเป็นขนาด S M L

อ่านต่อที่...",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-08 3:58:31,2024-02-20 22:52:41,https://twitter.com/TransportTH/status/1677527559167438848,,,[],
2804,iT24Hrs,1677452666375671808,กล้องวงจรปิดจับทะเบียนรถผู้ขับรถบนทางเท้าด้วย AI ในกทม. ทำงานอย่างไร,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 23:00:55,2024-02-20 22:52:41,https://twitter.com/iT24Hrs/status/1677452666375671808,,,[],
2805,_urrosabianca,1677371088399900673,"แปลกเนอะ แปลกมาก งบตั้งเยอะแยะ ภาษีที่ชาวบ้านตจวก็จ่ายเหมือนกันแต่สวัสดิการไม่ได้เท่ากับคนกรุงเทพ ตัดภาพมาที่ตจวอิตาลี ดักดานแค่ไหนก็ยังมีTrain ,ซุปเปอร์มาร์เกต ,ทางเท้าให้เดินและปั่นจักรยานอย่างปลอดภัย (สายไฟไม่รกรุงรังด้วย)",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 17:36:46,2024-02-20 22:52:41,https://twitter.com/_urrosabianca/status/1677371088399900673,,,['https://pbs.twimg.com/media/F0ayAFoakAEuCO8?format=jpg&name=small'],
2806,Hotger12,1677361634023723011,ทำไม ชช. ดูแล้วเหมือนด่าเลย เน้นความต้องการของ ปชช. มากกว่ามุ่งใช้แต่เทคโนโลยี จารย์มาผิดงานปะเนี่ย ถึงว่า ปชช.ของจารย์นี่ตั้งของขายเต็มทางเท้า จอดในที่ห้ามจอด วางถุงทิ้งขยะกันเกลื่อนกราด เละเทะมากกรุงเทพทุกวันนี้,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 16:59:12,2024-02-20 22:52:41,https://twitter.com/Hotger12/status/1677361634023723011,,,[],
2807,IO_OIBEEBEEB,1677305026107305986,น้ำลงไวอัศวินหลายชั่วโมง พ่อที่มึงอวยนักอวยหนา ทำควยไรบ้าง ตอนนี้เขาเร่งบุรณะ ฟุตบาทกับท่อระบายน้ำยก กทม แหกตาบ้าง อ่อหรือว่าพวกไม่เคยอยู่ กทม แต่ดัดจริตจะเป็น คน กทม.,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 13:14:15,2024-02-20 22:52:41,https://twitter.com/IO_OIBEEBEEB/status/1677305026107305986,,,[],
2808,pnnpansailom,1677272676002574337,"ฟุตบาทไว้ให้คนเดิน 
ฟุตบาทไว้ขายของ 
ส่วนที่ขายของในตลาดให้รถวิ่ง

แบบนี้คนตลาดนัดจตุจักร ทำถูกกฎ เช่าขายพื้นที่ในตลาดจ่ายกทม ไม่เดือดร้อนคนเดินเท้าซวยอย่างเดียว เพราะกทมให้รถมาขับวิ่งไล่คนในตลาด  ซวยจริงๆ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-07 11:05:42,2024-02-20 22:52:41,https://twitter.com/pnnpansailom/status/1677272676002574337,,,['https://pbs.twimg.com/media/F0bememaMAErRlr?format=jpg&name=small'],
